,Name,read data,sorted,get_region,region sort,smooth0,density updated0,merged_total0,find_max0,update_rId0,smooth1,density updated1,merged_total1,find_max1,update_rId1,smooth2,density updated2,merged_total2,find_max2,update_rId2,smooth3,density updated3,merged_total3,find_max3,update_rId3,smooth4,density updated4,merged_total4,find_max4,update_rId4,smooth5,density updated5,merged_total5,find_max5,update_rId5,smooth6,density updated6,merged_total6,find_max6,update_rId6,smooth7,density updated7,merged_total7,find_max7,update_rId7,smooth8,density updated8,merged_total8,find_max8,update_rId8,smooth9,density updated9,merged_total9,find_max9,update_rId9,smooth10,density updated10,merged_total10,find_max10,update_rId10
0,mrcfiles/emd4297.mrc,0 days 00:00:10.230429000,0 days 00:00:10.085977000,0 days 00:03:03.587473000,0 days 00:00:00.006085000,0 days 00:00:00.092477000,0 days 00:00:00.009352000,0 days 00:02:33.181444000,0 days 00:00:00.021604000,0 days 00:00:00.000013000,0 days 00:00:00.091405000,0 days 00:00:00.004584000,0 days 00:00:37.786507000,0 days 00:00:00.010699000,0 days 00:00:00.000014000,0 days 00:00:00.089018000,0 days 00:00:00.002342000,0 days 00:00:09.143479000,0 days 00:00:00.005754000,0 days 00:00:00.000019000,0 days 00:00:00.088995000,0 days 00:00:00.001149000,0 days 00:00:02.358354000,0 days 00:00:00.002591000,0 days 00:00:00.000012000,0 days 00:00:00.086972000,0 days 00:00:00.000585000,0 days 00:00:00.602935000,0 days 00:00:00.001324000,0 days 00:00:00.000402000,0 days 00:00:00.089278000,0 days 00:00:00.000305000,0 days 00:00:00.200924000,0 days 00:00:00.000697000,0 days 00:00:00.000138000,0 days 00:00:00.086936000,0 days 00:00:00.000159000,0 days 00:00:00.084137000,0 days 00:00:00.000376000,0 days 00:00:00.000074000,0 days 00:00:00.087820000,0 days 00:00:00.000086000,0 days 00:00:00.054805000,0 days 00:00:00.000188000,0 days 00:00:00.001326000,0 days 00:00:00.088792000,0 days 00:00:00.000048000,0 days 00:00:00.177185000,0 days 00:00:00.000103000,0 days 00:00:00.011856000,0 days 00:00:00.090305000,0 days 00:00:00.000027000,0 days 00:00:00.023401000,0 days 00:00:00.000051000,0 days 00:00:00.000059000,0 days 00:00:00.088390000,0 days 00:00:00.000018000,0 days 00:00:00.176309000,0 days 00:00:00.000037000,0 days 00:00:00.003578000
