,Name,region number in divide,sort,get_region,region sort,smooth 0,density updated0,merged0,smooth 1,density updated1,merged1,smooth 2,density updated2,merged2,smooth 3,density updated3,merged3,smooth 4,density updated4,merged4,smooth 5,density updated5,merged5,smooth 6,density updated6,merged6,smooth 7,density updated7,merged7,smooth 8,density updated8,merged8,smooth 9,density updated9,merged9
0,mrcfiles/emd4297.mrc,8/8,0 days 00:00:00.000178000,0 days 00:00:00.000003000,0 days 00:00:00.005534000,0 days 00:00:00.097731000,0 days 00:00:00.006438000,0 days 00:01:22.609618000,0 days 00:00:00.092545000,0 days 00:00:00.003351000,0 days 00:00:19.321389000,0 days 00:00:00.089918000,0 days 00:00:00.001681000,0 days 00:00:04.676657000,0 days 00:00:00.092628000,0 days 00:00:00.000827000,0 days 00:00:01.161528000,0 days 00:00:00.092242000,0 days 00:00:00.000443000,0 days 00:00:00.334186000,0 days 00:00:00.087798000,0 days 00:00:00.000217000,0 days 00:00:00.132993000,0 days 00:00:00.089918000,0 days 00:00:00.000116000,0 days 00:00:00.034493000,0 days 00:00:00.090513000,0 days 00:00:00.000061000,0 days 00:00:00.046138000,0 days 00:00:00.088853000,0 days 00:00:00.000035000,0 days 00:00:00.035142000,0 days 00:00:00.090098000,0 days 00:00:00.000020000,0 days 00:00:00.020506000
