,Name,read data,sorted,get_region,region sort,smooth0,density updated0,merged_total0,find_max0,update_rId0,smooth1,density updated1,merged_total1,find_max1,update_rId1,smooth2,density updated2,merged_total2,find_max2,update_rId2,smooth3,density updated3,merged_total3,find_max3,update_rId3,smooth4,density updated4,merged_total4,find_max4,update_rId4,smooth5,density updated5,merged_total5,find_max5,update_rId5,smooth6,density updated6,merged_total6,find_max6,update_rId6,smooth7,density updated7,merged_total7,find_max7,update_rId7,smooth8,density updated8,merged_total8,find_max8,update_rId8,smooth9,density updated9,merged_total9,find_max9,update_rId9,smooth10,density updated10,merged_total10,find_max10,update_rId10,smooth11,density updated11,merged_total11,find_max11,update_rId11,smooth12,density updated12,merged_total12,find_max12,update_rId12,smooth13,density updated13,merged_total13,find_max13,update_rId13,smooth14,density updated14,merged_total14,find_max14,update_rId14
0,mrcfiles/emd0339.mrc,0 days 00:00:43.832773000,0 days 00:01:32.190946000,0 days 00:13:20.519349000,0 days 00:00:00.085954000,0 days 00:00:00.473743000,0 days 00:00:00.186874000,0 days 06:15:45.032868000,0 days 00:00:00.351798000,0 days 00:00:00.000000000,0 days 00:00:00.582665000,0 days 00:00:00.085949000,0 days 01:19:22.179344000,0 days 00:00:00.131924000,0 days 00:00:00.000000000,0 days 00:00:00.373786000,0 days 00:00:00.030984000,0 days 00:18:23.623913000,0 days 00:00:00.075955000,0 days 00:00:00.000000000,0 days 00:00:00.481722000,0 days 00:00:00.014007000,0 days 00:04:22.769800000,0 days 00:00:00.027983000,0 days 00:00:00.000000000,0 days 00:00:00.341792000,0 days 00:00:00.008995000,0 days 00:01:05.316425000,0 days 00:00:00.013993000,0 days 00:00:00.000000000,0 days 00:00:00.321814000,0 days 00:00:00.003984000,0 days 00:00:16.109745000,0 days 00:00:00.006996000,0 days 00:00:00.000000000,0 days 00:00:00.390760000,0 days 00:00:00.001998000,0 days 00:00:04.912192000,0 days 00:00:00.003998000,0 days 00:00:00.000000000,0 days 00:00:00.390757000,0 days 00:00:00.001000000,0 days 00:00:03.345091000,0 days 00:00:00.001001000,0 days 00:00:00.000000000,0 days 00:00:00.415761000,0 days 00:00:00.000000000,0 days 00:00:01.405208000,0 days 00:00:00.000999000,0 days 00:00:00.000000000,0 days 00:00:00.404764000,0 days 00:00:00.000000000,0 days 00:00:00.366775000,0 days 00:00:00.000000000,0 days 00:00:00.000998000,0 days 00:00:00.357810000,0 days 00:00:00.000999000,0 days 00:00:00.670616000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.334803000,0 days 00:00:00.000000000,0 days 00:00:00.069960000,0 days 00:00:00.000000000,0 days 00:00:00.001000000,0 days 00:00:00.326798000,0 days 00:00:00.000000000,0 days 00:00:00.333824000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.327813000,0 days 00:00:00.000000000,0 days 00:00:00.012992000,0 days 00:00:00.000000000,0 days 00:00:00.002999000,0 days 00:00:00.420743000,0 days 00:00:00.000000000,0 days 00:00:00.001000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
