,Name,read data,sorted,get_region,region sort,smooth0,density updated0,merged_total0,find_max0,update_rId0,smooth1,density updated1,merged_total1,find_max1,update_rId1,smooth2,density updated2,merged_total2,find_max2,update_rId2,smooth3,density updated3,merged_total3,find_max3,update_rId3,smooth4,density updated4,merged_total4,find_max4,update_rId4,smooth5,density updated5,merged_total5,find_max5,update_rId5,smooth6,density updated6,merged_total6,find_max6,update_rId6,smooth7,density updated7,merged_total7,find_max7,update_rId7,smooth8,density updated8,merged_total8,find_max8,update_rId8,smooth9,density updated9,merged_total9,find_max9,update_rId9,smooth10,density updated10,merged_total10,find_max10,update_rId10,smooth11,density updated11,merged_total11,find_max11,update_rId11,smooth12,density updated12,merged_total12,find_max12,update_rId12,smooth13,density updated13,merged_total13,find_max13,update_rId13
0,mrcfiles/emd0339.mrc,0 days 00:00:32.908080000,0 days 00:01:07.528140000,0 days 00:10:24.513600000,0 days 00:00:00.083967000,0 days 00:00:00.345789000,0 days 00:00:00.110949000,0 days 06:02:16.763378000,0 days 00:00:00.346797000,0 days 00:00:00.000000000,0 days 00:00:00.561672000,0 days 00:00:00.089952000,0 days 01:29:20.518877000,0 days 00:00:00.220876000,0 days 00:00:00.000000000,0 days 00:00:00.438744000,0 days 00:00:00.029001000,0 days 00:23:08.671557000,0 days 00:00:00.089934000,0 days 00:00:00.000000000,0 days 00:00:00.454750000,0 days 00:00:00.016007000,0 days 00:05:35.791781000,0 days 00:00:00.034995000,0 days 00:00:00.000000000,0 days 00:00:00.457720000,0 days 00:00:00.005996000,0 days 00:01:20.662599000,0 days 00:00:00.020986000,0 days 00:00:00.000000000,0 days 00:00:00.469728000,0 days 00:00:00.004997000,0 days 00:00:20.071449000,0 days 00:00:00.011993000,0 days 00:00:00.000000000,0 days 00:00:00.489702000,0 days 00:00:00.000999000,0 days 00:00:06.075507000,0 days 00:00:00.005996000,0 days 00:00:00.000000000,0 days 00:00:00.432748000,0 days 00:00:00.001000000,0 days 00:00:03.784823000,0 days 00:00:00.001999000,0 days 00:00:00.000000000,0 days 00:00:00.460734000,0 days 00:00:00.000000000,0 days 00:00:01.608095000,0 days 00:00:00.001999000,0 days 00:00:00.000000000,0 days 00:00:00.451740000,0 days 00:00:00.000000000,0 days 00:00:00.377796000,0 days 00:00:00.001000000,0 days 00:00:00.000000000,0 days 00:00:00.479711000,0 days 00:00:00.000000000,0 days 00:00:00.722599000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.469712000,0 days 00:00:00.000000000,0 days 00:00:00.080969000,0 days 00:00:00.001000000,0 days 00:00:00.000000000,0 days 00:00:00.441749000,0 days 00:00:00.001012000,0 days 00:00:00.387760000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.465734000,0 days 00:00:00.000999000,0 days 00:00:00.013992000,0 days 00:00:00.000000000,0 days 00:00:00.002998000
