,Name,region number in divide,sort,get_region,region sort,smooth 0,density updated0,merged0,smooth 1,density updated1,merged1,smooth 2,density updated2,merged2,smooth 3,density updated3,merged3,smooth 4,density updated4,merged4,smooth 5,density updated5,merged5,smooth 6,density updated6,merged6,smooth 7,density updated7,merged7,smooth 8,density updated8,merged8,smooth 9,density updated9,merged9
0,mrcfiles/emd4297.mrc,8/8,0 days 00:00:00.000173000,0 days 00:00:00.000003000,0 days 00:00:00.000006000,0 days 00:00:00.092187000,0 days 00:00:00.007434000,0 days 00:01:29.339513000,0 days 00:00:00.093240000,0 days 00:00:00.003081000,0 days 00:00:23.537963000,0 days 00:00:00.093724000,0 days 00:00:00.001783000,0 days 00:00:07.015581000,0 days 00:00:00.195486000,0 days 00:00:00.001147000,0 days 00:00:01.809785000,0 days 00:00:00.087629000,0 days 00:00:00.000391000,0 days 00:00:00.313495000,0 days 00:00:00.085578000,0 days 00:00:00.000196000,0 days 00:00:00.676096000,0 days 00:00:00.089119000,0 days 00:00:00.000113000,0 days 00:00:00.025645000,0 days 00:00:00.086194000,0 days 00:00:00.000054000,0 days 00:00:00.221336000,0 days 00:00:00.099323000,0 days 00:00:00.000031000,0 days 00:00:00.212667000,0 days 00:00:00.099159000,0 days 00:00:00.000017000,0 days 00:00:00.438837000
