,Name,read data,sorted,get_region,region sort,smooth0,density updated0,merged_total0,find_max0,update_rId0,smooth1,density updated1,merged_total1,find_max1,update_rId1,smooth2,density updated2,merged_total2,find_max2,update_rId2,smooth3,density updated3,merged_total3,find_max3,update_rId3,smooth4,density updated4,merged_total4,find_max4,update_rId4,smooth5,density updated5,merged_total5,find_max5,update_rId5
0,mrcfiles/emd4297.mrc,0 days 00:00:07.633848000,0 days 00:00:10.323178000,0 days 00:03:40.225094000,0 days 00:00:00.000385000,0 days 00:00:00.000005000,0 days 00:00:00.000692000,0 days 00:00:00.816925000,0 days 00:00:00.001235000,0 days 00:00:00.000580000,0 days 00:00:00.000002000,0 days 00:00:00.000194000,0 days 00:00:00.226860000,0 days 00:00:00.000548000,0 days 00:00:00.000096000,0 days 00:00:00.000002000,0 days 00:00:00.000102000,0 days 00:00:00.050077000,0 days 00:00:00.000369000,0 days 00:00:00.000072000,0 days 00:00:00.000003000,0 days 00:00:00.000059000,0 days 00:00:00.077567000,0 days 00:00:00.000216000,0 days 00:00:00.002702000,0 days 00:00:00.000003000,0 days 00:00:00.000044000,0 days 00:00:00.084316000,0 days 00:00:00.000106000,0 days 00:00:00.028300000,0 days 00:00:00.000004000,0 days 00:00:00.000028000,0 days 00:00:00.193848000,0 days 00:00:00.000109000,0 days 00:00:00.067905000
