,Name,region number in divide,read data,sorted,get_region,smooth0,smooth1,density updated,region sort,merge
0,mrcfiles/emd0414.mrc,12,5.390792,10.944292,151.554564,0.055517,0.047248,0.006886,0.004617,114.896972
