,Name,region number in divide,read data,sorted,get_region,smooth0,smooth1,density updated,region sort,merge
0,mrcfiles/emd0414.mrc,12,3.90729,11.048328,180.714513,0.064541,0.047584,0.007713,0.006165,123.930171
