,Name,region number in divide,read data,sorted,get_region,smooth0,smooth1,density updated,region sort,merge
0,mrcfiles/emd0414.mrc,6,3.064121,7.440597,95.394405,0.031502,0.030588,0.00505,0.003846,75.147617
